first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
01/11/2020,07/11/2020,80+,Men,3459,43,20
01/11/2020,07/11/2020,80+,Not Binary,0,0,0
01/11/2020,07/11/2020,80+,Women,7003,76,34
01/11/2020,07/11/2020,NULL,Men,1276,18,0
01/11/2020,07/11/2020,NULL,Not Binary,178,16,0
01/11/2020,07/11/2020,NULL,Women,1027,21,0
08/11/2020,14/11/2020,0-19,Men,29305,664,0
08/11/2020,14/11/2020,0-19,Not Binary,60,0,0
08/11/2020,14/11/2020,0-19,Women,22885,629,0
08/11/2020,14/11/2020,20-24,Men,6908,179,0
08/11/2020,14/11/2020,20-24,Not Binary,0,0,0
08/11/2020,14/11/2020,20-24,Women,7967,235,0
08/11/2020,14/11/2020,25-29,Men,6916,137,0
08/11/2020,14/11/2020,25-29,Not Binary,0,0,0
08/11/2020,14/11/2020,25-29,Women,9933,237,0
08/11/2020,14/11/2020,30-34,Men,7558,161,0
08/11/2020,14/11/2020,30-34,Not Binary,15,0,0
08/11/2020,14/11/2020,30-34,Women,11093,176,0
08/11/2020,14/11/2020,35-39,Men,7460,133,0
08/11/2020,14/11/2020,35-39,Not Binary,0,0,0
08/11/2020,14/11/2020,35-39,Women,10555,172,0
08/11/2020,14/11/2020,40-44,Men,6547,157,0
08/11/2020,14/11/2020,40-44,Not Binary,0,0,0
08/11/2020,14/11/2020,40-44,Women,9666,200,0
08/11/2020,14/11/2020,45-49,Men,5833,136,0
08/11/2020,14/11/2020,45-49,Not Binary,0,0,0
08/11/2020,14/11/2020,45-49,Women,9153,167,0
08/11/2020,14/11/2020,50-54,Men,4649,127,0
08/11/2020,14/11/2020,50-54,Not Binary,0,0,0
08/11/2020,14/11/2020,50-54,Women,8164,141,0
08/11/2020,14/11/2020,55-59,Men,4447,109,0
08/11/2020,14/11/2020,55-59,Not Binary,0,0,0
08/11/2020,14/11/2020,55-59,Women,8061,112,0
08/11/2020,14/11/2020,60-64,Men,4377,84,0
08/11/2020,14/11/2020,60-64,Not Binary,0,0,0
08/11/2020,14/11/2020,60-64,Women,6951,108,0
08/11/2020,14/11/2020,65-69,Men,4113,79,0
08/11/2020,14/11/2020,65-69,Not Binary,0,0,0
08/11/2020,14/11/2020,65-69,Women,5535,78,0
08/11/2020,14/11/2020,70-74,Men,3591,60,0
08/11/2020,14/11/2020,70-74,Not Binary,0,0,0
08/11/2020,14/11/2020,70-74,Women,4420,67,0
08/11/2020,14/11/2020,75-79,Men,2049,44,0
08/11/2020,14/11/2020,75-79,Women,2494,41,0
08/11/2020,14/11/2020,80+,Men,3563,35,0
08/11/2020,14/11/2020,80+,Not Binary,0,0,0
08/11/2020,14/11/2020,80+,Women,6684,69,0
08/11/2020,14/11/2020,NULL,Men,1429,22,0
08/11/2020,14/11/2020,NULL,Not Binary,153,0,0
08/11/2020,14/11/2020,NULL,Women,1013,21,0
15/11/2020,21/11/2020,0-19,Men,34254,678,0
15/11/2020,21/11/2020,0-19,Not Binary,89,0,0
15/11/2020,21/11/2020,0-19,Women,27526,714,0
15/11/2020,21/11/2020,20-24,Men,9886,177,0
15/11/2020,21/11/2020,20-24,Not Binary,0,0,0
15/11/2020,21/11/2020,20-24,Women,10061,275,0
15/11/2020,21/11/2020,25-29,Men,9461,180,0
15/11/2020,21/11/2020,25-29,Not Binary,15,0,0
15/11/2020,21/11/2020,25-29,Women,11825,254,0
15/11/2020,21/11/2020,30-34,Men,9895,154,0
15/11/2020,21/11/2020,30-34,Not Binary,45,0,0
15/11/2020,21/11/2020,30-34,Women,12728,249,0
15/11/2020,21/11/2020,35-39,Men,9517,171,0
15/11/2020,21/11/2020,35-39,Not Binary,38,0,0
15/11/2020,21/11/2020,35-39,Women,12366,205,0
15/11/2020,21/11/2020,40-44,Men,9198,158,0
15/11/2020,21/11/2020,40-44,Not Binary,21,0,0
15/11/2020,21/11/2020,40-44,Women,12049,206,0
15/11/2020,21/11/2020,45-49,Men,8529,152,0
15/11/2020,21/11/2020,45-49,Not Binary,0,0,0
15/11/2020,21/11/2020,45-49,Women,11512,212,0
15/11/2020,21/11/2020,50-54,Men,7081,127,0
15/11/2020,21/11/2020,50-54,Not Binary,0,0,0
15/11/2020,21/11/2020,50-54,Women,10281,173,0
15/11/2020,21/11/2020,55-59,Men,6354,118,0
15/11/2020,21/11/2020,55-59,Not Binary,15,0,0
15/11/2020,21/11/2020,55-59,Women,9934,127,0
15/11/2020,21/11/2020,60-64,Men,5978,104,0
15/11/2020,21/11/2020,60-64,Not Binary,0,0,0
15/11/2020,21/11/2020,60-64,Women,8446,115,0
15/11/2020,21/11/2020,65-69,Men,5341,88,0
15/11/2020,21/11/2020,65-69,Not Binary,0,0,0
15/11/2020,21/11/2020,65-69,Women,6543,79,0
15/11/2020,21/11/2020,70-74,Men,4113,56,0
15/11/2020,21/11/2020,70-74,Not Binary,0,0,0
15/11/2020,21/11/2020,70-74,Women,4900,68,0
15/11/2020,21/11/2020,75-79,Men,2116,36,0
15/11/2020,21/11/2020,75-79,Not Binary,0,0,0
15/11/2020,21/11/2020,75-79,Women,2486,41,0
15/11/2020,21/11/2020,80+,Men,3412,41,0
15/11/2020,21/11/2020,80+,Not Binary,0,0,0
15/11/2020,21/11/2020,80+,Women,6681,75,22
15/11/2020,21/11/2020,NULL,Men,1657,25,0
15/11/2020,21/11/2020,NULL,Not Binary,270,0,0
15/11/2020,21/11/2020,NULL,Women,1281,23,0
22/11/2020,28/11/2020,0-19,Men,36931,848,0
22/11/2020,28/11/2020,0-19,Not Binary,108,0,0
22/11/2020,28/11/2020,0-19,Women,33592,923,0
22/11/2020,28/11/2020,20-24,Men,10859,262,0
22/11/2020,28/11/2020,20-24,Not Binary,0,0,0
22/11/2020,28/11/2020,20-24,Women,11708,345,0
22/11/2020,28/11/2020,25-29,Men,10803,210,0
22/11/2020,28/11/2020,25-29,Not Binary,29,0,0
22/11/2020,28/11/2020,25-29,Women,13313,316,0
22/11/2020,28/11/2020,30-34,Men,11679,223,0
22/11/2020,28/11/2020,30-34,Not Binary,47,0,0
22/11/2020,28/11/2020,30-34,Women,14037,298,0
22/11/2020,28/11/2020,35-39,Men,11357,214,0
22/11/2020,28/11/2020,35-39,Not Binary,45,0,0
22/11/2020,28/11/2020,35-39,Women,13866,268,0
22/11/2020,28/11/2020,40-44,Men,10916,193,0
22/11/2020,28/11/2020,40-44,Not Binary,36,0,0
22/11/2020,28/11/2020,40-44,Women,13536,247,0
22/11/2020,28/11/2020,45-49,Men,10181,181,0
22/11/2020,28/11/2020,45-49,Not Binary,23,0,0
22/11/2020,28/11/2020,45-49,Women,13326,257,0
22/11/2020,28/11/2020,50-54,Men,8715,174,0
22/11/2020,28/11/2020,50-54,Not Binary,16,0,0
22/11/2020,28/11/2020,50-54,Women,11761,206,0
22/11/2020,28/11/2020,55-59,Men,7611,134,0
22/11/2020,28/11/2020,55-59,Not Binary,0,0,0
22/11/2020,28/11/2020,55-59,Women,10725,176,0
22/11/2020,28/11/2020,60-64,Men,7002,109,0
22/11/2020,28/11/2020,60-64,Not Binary,0,0,0
22/11/2020,28/11/2020,60-64,Women,9000,137,0
22/11/2020,28/11/2020,65-69,Men,5985,87,0
22/11/2020,28/11/2020,65-69,Not Binary,0,0,0
22/11/2020,28/11/2020,65-69,Women,7132,117,0
22/11/2020,28/11/2020,70-74,Men,4627,83,0
22/11/2020,28/11/2020,70-74,Not Binary,0,0,0
22/11/2020,28/11/2020,70-74,Women,5342,79,0
22/11/2020,28/11/2020,75-79,Men,2322,49,0
22/11/2020,28/11/2020,75-79,Not Binary,0,0,0
22/11/2020,28/11/2020,75-79,Women,2684,35,0
22/11/2020,28/11/2020,80+,Men,3616,41,0
22/11/2020,28/11/2020,80+,Not Binary,0,0,0
22/11/2020,28/11/2020,80+,Women,6703,82,0
22/11/2020,28/11/2020,NULL,Men,2534,34,0
22/11/2020,28/11/2020,NULL,Not Binary,252,20,0
22/11/2020,28/11/2020,NULL,Women,1789,24,0
29/11/2020,05/12/2020,0-19,Men,49229,1237,0
29/11/2020,05/12/2020,0-19,Not Binary,171,0,0
29/11/2020,05/12/2020,0-19,Women,46559,1272,0
29/11/2020,05/12/2020,20-24,Men,12009,344,0
29/11/2020,05/12/2020,20-24,Not Binary,15,0,0
29/11/2020,05/12/2020,20-24,Women,13772,496,0
29/11/2020,05/12/2020,25-29,Men,12248,310,0
29/11/2020,05/12/2020,25-29,Not Binary,32,0,0
29/11/2020,05/12/2020,25-29,Women,15188,454,0
29/11/2020,05/12/2020,30-34,Men,13096,300,0
29/11/2020,05/12/2020,30-34,Not Binary,40,0,0
29/11/2020,05/12/2020,30-34,Women,16170,384,0
29/11/2020,05/12/2020,35-39,Men,12497,277,0
29/11/2020,05/12/2020,35-39,Not Binary,48,0,0
29/11/2020,05/12/2020,35-39,Women,15760,376,0
29/11/2020,05/12/2020,40-44,Men,12408,270,0
29/11/2020,05/12/2020,40-44,Not Binary,27,0,0
29/11/2020,05/12/2020,40-44,Women,15731,367,0
29/11/2020,05/12/2020,45-49,Men,11636,287,0
29/11/2020,05/12/2020,45-49,Not Binary,26,0,0
29/11/2020,05/12/2020,45-49,Women,15234,306,0
29/11/2020,05/12/2020,50-54,Men,9619,220,0
29/11/2020,05/12/2020,50-54,Not Binary,0,0,0
29/11/2020,05/12/2020,50-54,Women,13201,311,0
29/11/2020,05/12/2020,55-59,Men,8563,197,0
29/11/2020,05/12/2020,55-59,Not Binary,16,0,0
29/11/2020,05/12/2020,55-59,Women,12229,249,0
29/11/2020,05/12/2020,60-64,Men,7701,176,0
29/11/2020,05/12/2020,60-64,Not Binary,0,0,0
29/11/2020,05/12/2020,60-64,Women,10298,193,0
29/11/2020,05/12/2020,65-69,Men,6704,155,0
29/11/2020,05/12/2020,65-69,Not Binary,0,0,0
29/11/2020,05/12/2020,65-69,Women,8062,165,0
29/11/2020,05/12/2020,70-74,Men,5229,125,0
29/11/2020,05/12/2020,70-74,Not Binary,0,0,0
29/11/2020,05/12/2020,70-74,Women,5991,129,0
29/11/2020,05/12/2020,75-79,Men,2746,72,0
29/11/2020,05/12/2020,75-79,Not Binary,0,0,0
29/11/2020,05/12/2020,75-79,Women,3121,72,0
29/11/2020,05/12/2020,80+,Men,4530,92,0
29/11/2020,05/12/2020,80+,Not Binary,0,0,0
29/11/2020,05/12/2020,80+,Women,8876,130,0
29/11/2020,05/12/2020,NULL,Men,2542,38,0
29/11/2020,05/12/2020,NULL,Not Binary,283,0,0
29/11/2020,05/12/2020,NULL,Women,1779,22,0
06/12/2020,12/12/2020,0-19,Men,62240,1614,0
06/12/2020,12/12/2020,0-19,Not Binary,232,0,0
06/12/2020,12/12/2020,0-19,Women,60981,1718,0
06/12/2020,12/12/2020,20-24,Men,13873,507,0
06/12/2020,12/12/2020,20-24,Not Binary,29,0,0
06/12/2020,12/12/2020,20-24,Women,15999,610,0
06/12/2020,12/12/2020,25-29,Men,13886,431,0
06/12/2020,12/12/2020,25-29,Not Binary,28,0,0
06/12/2020,12/12/2020,25-29,Women,17955,614,0
06/12/2020,12/12/2020,30-34,Men,14897,435,0
06/12/2020,12/12/2020,30-34,Not Binary,54,0,0
06/12/2020,12/12/2020,30-34,Women,19072,539,0
06/12/2020,12/12/2020,35-39,Men,14974,395,0
06/12/2020,12/12/2020,35-39,Not Binary,50,0,0
06/12/2020,12/12/2020,35-39,Women,19049,454,0
06/12/2020,12/12/2020,40-44,Men,14598,389,0
06/12/2020,12/12/2020,40-44,Not Binary,36,0,0
06/12/2020,12/12/2020,40-44,Women,19056,505,0
06/12/2020,12/12/2020,45-49,Men,13602,340,0
06/12/2020,12/12/2020,45-49,Not Binary,20,0,0
06/12/2020,12/12/2020,45-49,Women,18131,451,0
06/12/2020,12/12/2020,50-54,Men,11448,331,0
06/12/2020,12/12/2020,50-54,Not Binary,21,0,0
06/12/2020,12/12/2020,50-54,Women,15119,372,0
06/12/2020,12/12/2020,55-59,Men,9573,272,0
06/12/2020,12/12/2020,55-59,Not Binary,20,0,0
06/12/2020,12/12/2020,55-59,Women,13279,297,0
06/12/2020,12/12/2020,60-64,Men,8733,250,0
06/12/2020,12/12/2020,60-64,Not Binary,0,0,0
06/12/2020,12/12/2020,60-64,Women,11060,249,0
06/12/2020,12/12/2020,65-69,Men,7456,209,0
06/12/2020,12/12/2020,65-69,Not Binary,0,0,0
06/12/2020,12/12/2020,65-69,Women,8251,177,0
06/12/2020,12/12/2020,70-74,Men,5447,142,0
06/12/2020,12/12/2020,70-74,Not Binary,0,0,0
06/12/2020,12/12/2020,70-74,Women,6183,130,0
06/12/2020,12/12/2020,75-79,Men,2895,87,0
06/12/2020,12/12/2020,75-79,Not Binary,0,0,0
06/12/2020,12/12/2020,75-79,Women,3364,78,0
06/12/2020,12/12/2020,80+,Men,5206,111,0
06/12/2020,12/12/2020,80+,Not Binary,19,0,0
06/12/2020,12/12/2020,80+,Women,10502,198,29
06/12/2020,12/12/2020,NULL,Men,2887,57,0
06/12/2020,12/12/2020,NULL,Not Binary,371,20,0
06/12/2020,12/12/2020,NULL,Women,1906,29,0
13/12/2020,19/12/2020,0-19,Men,69021,2451,0
13/12/2020,19/12/2020,0-19,Not Binary,241,0,0
13/12/2020,19/12/2020,0-19,Women,70178,2683,0
13/12/2020,19/12/2020,20-24,Men,16198,652,0
13/12/2020,19/12/2020,20-24,Not Binary,0,0,0
13/12/2020,19/12/2020,20-24,Women,19091,880,0
13/12/2020,19/12/2020,25-29,Men,16553,661,0
13/12/2020,19/12/2020,25-29,Not Binary,15,0,0
13/12/2020,19/12/2020,25-29,Women,20594,832,0
13/12/2020,19/12/2020,30-34,Men,17683,571,0
13/12/2020,19/12/2020,30-34,Not Binary,42,0,0
13/12/2020,19/12/2020,30-34,Women,21798,720,0
13/12/2020,19/12/2020,35-39,Men,17482,504,0
13/12/2020,19/12/2020,35-39,Not Binary,43,0,0
13/12/2020,19/12/2020,35-39,Women,21550,682,0
13/12/2020,19/12/2020,40-44,Men,17142,523,0
13/12/2020,19/12/2020,40-44,Not Binary,31,0,0
13/12/2020,19/12/2020,40-44,Women,21175,670,0
13/12/2020,19/12/2020,45-49,Men,15851,544,0
13/12/2020,19/12/2020,45-49,Not Binary,22,0,0
13/12/2020,19/12/2020,45-49,Women,19778,685,0
13/12/2020,19/12/2020,50-54,Men,12914,449,0
13/12/2020,19/12/2020,50-54,Not Binary,0,0,0
13/12/2020,19/12/2020,50-54,Women,16723,503,0
13/12/2020,19/12/2020,55-59,Men,10973,399,0
13/12/2020,19/12/2020,55-59,Not Binary,15,0,0
13/12/2020,19/12/2020,55-59,Women,15070,463,0
13/12/2020,19/12/2020,60-64,Men,9890,319,0
13/12/2020,19/12/2020,60-64,Not Binary,0,0,0
13/12/2020,19/12/2020,60-64,Women,12433,341,0
13/12/2020,19/12/2020,65-69,Men,8321,271,0
13/12/2020,19/12/2020,65-69,Women,9621,297,0
13/12/2020,19/12/2020,70-74,Men,6388,236,0
13/12/2020,19/12/2020,70-74,Not Binary,0,0,0
13/12/2020,19/12/2020,70-74,Women,7196,202,0
13/12/2020,19/12/2020,75-79,Men,3186,99,0
13/12/2020,19/12/2020,75-79,Women,3776,121,0
13/12/2020,19/12/2020,80+,Men,5571,170,28
13/12/2020,19/12/2020,80+,Not Binary,0,0,0
13/12/2020,19/12/2020,80+,Women,11567,256,20
13/12/2020,19/12/2020,NULL,Men,3042,75,0
13/12/2020,19/12/2020,NULL,Not Binary,417,21,0
13/12/2020,19/12/2020,NULL,Women,2171,53,0
20/12/2020,26/12/2020,0-19,Men,94719,3892,0
20/12/2020,26/12/2020,0-19,Not Binary,350,0,0
20/12/2020,26/12/2020,0-19,Women,87756,4219,0
20/12/2020,26/12/2020,20-24,Men,22168,1096,0
20/12/2020,26/12/2020,20-24,Not Binary,35,0,0
20/12/2020,26/12/2020,20-24,Women,23842,1413,0
20/12/2020,26/12/2020,25-29,Men,19910,995,0
20/12/2020,26/12/2020,25-29,Not Binary,17,0,0
20/12/2020,26/12/2020,25-29,Women,24317,1282,0
20/12/2020,26/12/2020,30-34,Men,20106,937,0
20/12/2020,26/12/2020,30-34,Not Binary,51,0,0
20/12/2020,26/12/2020,30-34,Women,24723,1047,0
20/12/2020,26/12/2020,35-39,Men,19907,851,0
20/12/2020,26/12/2020,35-39,Not Binary,39,0,0
20/12/2020,26/12/2020,35-39,Women,24096,952,0
20/12/2020,26/12/2020,40-44,Men,18889,787,0
20/12/2020,26/12/2020,40-44,Not Binary,24,0,0
20/12/2020,26/12/2020,40-44,Women,23216,1027,0
20/12/2020,26/12/2020,45-49,Men,17598,748,0
20/12/2020,26/12/2020,45-49,Not Binary,24,0,0
20/12/2020,26/12/2020,45-49,Women,22035,926,0
20/12/2020,26/12/2020,50-54,Men,14268,644,0
20/12/2020,26/12/2020,50-54,Not Binary,0,0,0
20/12/2020,26/12/2020,50-54,Women,18335,738,0
20/12/2020,26/12/2020,55-59,Men,11958,566,0
20/12/2020,26/12/2020,55-59,Not Binary,19,0,0
20/12/2020,26/12/2020,55-59,Women,16190,588,0
20/12/2020,26/12/2020,60-64,Men,10497,476,0
20/12/2020,26/12/2020,60-64,Not Binary,0,0,0
20/12/2020,26/12/2020,60-64,Women,13231,508,0
20/12/2020,26/12/2020,65-69,Men,8869,454,0
20/12/2020,26/12/2020,65-69,Not Binary,0,0,0
20/12/2020,26/12/2020,65-69,Women,10249,372,0
20/12/2020,26/12/2020,70-74,Men,6632,288,17
20/12/2020,26/12/2020,70-74,Not Binary,0,0,0
20/12/2020,26/12/2020,70-74,Women,7831,275,0
20/12/2020,26/12/2020,75-79,Men,3483,164,0
20/12/2020,26/12/2020,75-79,Not Binary,0,0,0
20/12/2020,26/12/2020,75-79,Women,4370,173,0
20/12/2020,26/12/2020,80+,Men,6495,211,30
20/12/2020,26/12/2020,80+,Not Binary,0,0,0
20/12/2020,26/12/2020,80+,Women,13824,326,34
20/12/2020,26/12/2020,NULL,Men,2772,56,0
20/12/2020,26/12/2020,NULL,Not Binary,398,34,0
20/12/2020,26/12/2020,NULL,Women,2067,73,0
27/12/2020,02/01/2021,0-19,Men,116435,6613,0
27/12/2020,02/01/2021,0-19,Not Binary,368,0,0
27/12/2020,02/01/2021,0-19,Women,117411,6204,0
27/12/2020,02/01/2021,20-24,Men,19926,1620,0
27/12/2020,02/01/2021,20-24,Not Binary,0,0,0
27/12/2020,02/01/2021,20-24,Women,24110,1865,0
27/12/2020,02/01/2021,25-29,Men,18693,1356,0
27/12/2020,02/01/2021,25-29,Not Binary,16,0,0
27/12/2020,02/01/2021,25-29,Women,25448,1629,0
27/12/2020,02/01/2021,30-34,Men,20281,1262,0
27/12/2020,02/01/2021,30-34,Not Binary,32,0,0
27/12/2020,02/01/2021,30-34,Women,27260,1459,0
27/12/2020,02/01/2021,35-39,Men,20883,1162,0
27/12/2020,02/01/2021,35-39,Not Binary,31,0,0
27/12/2020,02/01/2021,35-39,Women,27804,1368,0
27/12/2020,02/01/2021,40-44,Men,19321,995,0
27/12/2020,02/01/2021,40-44,Not Binary,33,0,0
27/12/2020,02/01/2021,40-44,Women,26118,1256,0
27/12/2020,02/01/2021,45-49,Men,16686,945,0
27/12/2020,02/01/2021,45-49,Not Binary,27,0,0
27/12/2020,02/01/2021,45-49,Women,23311,1161,0
27/12/2020,02/01/2021,50-54,Men,13017,893,0
27/12/2020,02/01/2021,50-54,Not Binary,0,0,0
27/12/2020,02/01/2021,50-54,Women,18458,1006,0
27/12/2020,02/01/2021,55-59,Men,10664,699,0
27/12/2020,02/01/2021,55-59,Not Binary,20,0,0
27/12/2020,02/01/2021,55-59,Women,15926,814,0
27/12/2020,02/01/2021,60-64,Men,8984,633,0
27/12/2020,02/01/2021,60-64,Not Binary,0,0,0
27/12/2020,02/01/2021,60-64,Women,12440,646,0
27/12/2020,02/01/2021,65-69,Men,7533,501,0
27/12/2020,02/01/2021,65-69,Not Binary,0,0,0
27/12/2020,02/01/2021,65-69,Women,9137,526,0
27/12/2020,02/01/2021,70-74,Men,5676,386,15
27/12/2020,02/01/2021,70-74,Not Binary,0,0,0
27/12/2020,02/01/2021,70-74,Women,6915,345,0
27/12/2020,02/01/2021,75-79,Men,3168,197,15
27/12/2020,02/01/2021,75-79,Not Binary,0,0,0
27/12/2020,02/01/2021,75-79,Women,3898,212,0
27/12/2020,02/01/2021,80+,Men,5840,294,48
27/12/2020,02/01/2021,80+,Not Binary,0,0,0
27/12/2020,02/01/2021,80+,Women,12762,413,46
27/12/2020,02/01/2021,NULL,Men,2060,88,0
27/12/2020,02/01/2021,NULL,Not Binary,602,20,0
27/12/2020,02/01/2021,NULL,Women,2148,136,0
03/01/2021,09/01/2021,0-19,Men,134163,9336,0
03/01/2021,09/01/2021,0-19,Not Binary,442,26,0
03/01/2021,09/01/2021,0-19,Women,136315,9122,0
03/01/2021,09/01/2021,20-24,Men,21490,2341,0
03/01/2021,09/01/2021,20-24,Not Binary,17,0,0
03/01/2021,09/01/2021,20-24,Women,26500,2669,0
03/01/2021,09/01/2021,25-29,Men,20492,1858,0
03/01/2021,09/01/2021,25-29,Not Binary,22,0,0
03/01/2021,09/01/2021,25-29,Women,27588,2105,0
03/01/2021,09/01/2021,30-34,Men,22375,1723,0
03/01/2021,09/01/2021,30-34,Not Binary,47,0,0
03/01/2021,09/01/2021,30-34,Women,30376,1893,0
03/01/2021,09/01/2021,35-39,Men,23689,1538,0
03/01/2021,09/01/2021,35-39,Not Binary,40,0,0
03/01/2021,09/01/2021,35-39,Women,31984,1877,0
03/01/2021,09/01/2021,40-44,Men,22031,1420,0
03/01/2021,09/01/2021,40-44,Not Binary,29,0,0
03/01/2021,09/01/2021,40-44,Women,29680,1761,0
03/01/2021,09/01/2021,45-49,Men,18929,1415,0
03/01/2021,09/01/2021,45-49,Not Binary,21,0,0
03/01/2021,09/01/2021,45-49,Women,26330,1552,0
03/01/2021,09/01/2021,50-54,Men,14235,1018,0
03/01/2021,09/01/2021,50-54,Not Binary,0,0,0
03/01/2021,09/01/2021,50-54,Women,20393,1242,0
03/01/2021,09/01/2021,55-59,Men,11309,938,0
03/01/2021,09/01/2021,55-59,Not Binary,0,0,0
03/01/2021,09/01/2021,55-59,Women,16891,1130,0
03/01/2021,09/01/2021,60-64,Men,10000,795,0
03/01/2021,09/01/2021,60-64,Not Binary,17,0,0
03/01/2021,09/01/2021,60-64,Women,14343,885,0
03/01/2021,09/01/2021,65-69,Men,8202,654,0
03/01/2021,09/01/2021,65-69,Not Binary,0,0,0
03/01/2021,09/01/2021,65-69,Women,9811,661,0
03/01/2021,09/01/2021,70-74,Men,5997,439,23
03/01/2021,09/01/2021,70-74,Not Binary,0,0,0
03/01/2021,09/01/2021,70-74,Women,7357,483,0
03/01/2021,09/01/2021,75-79,Men,3381,252,20
03/01/2021,09/01/2021,75-79,Not Binary,0,0,0
03/01/2021,09/01/2021,75-79,Women,4491,245,0
03/01/2021,09/01/2021,80+,Men,6999,443,72
03/01/2021,09/01/2021,80+,Not Binary,0,0,0
03/01/2021,09/01/2021,80+,Women,16156,684,60
03/01/2021,09/01/2021,NULL,Men,2623,171,0
03/01/2021,09/01/2021,NULL,Not Binary,553,26,0
03/01/2021,09/01/2021,NULL,Women,2217,134,0
10/01/2021,16/01/2021,0-19,Men,127665,10777,0
10/01/2021,16/01/2021,0-19,Not Binary,371,22,0
10/01/2021,16/01/2021,0-19,Women,130106,11731,0
10/01/2021,16/01/2021,20-24,Men,24818,2353,0
10/01/2021,16/01/2021,20-24,Not Binary,0,0,0
10/01/2021,16/01/2021,20-24,Women,30065,3053,0
10/01/2021,16/01/2021,25-29,Men,22762,1947,0
10/01/2021,16/01/2021,25-29,Not Binary,26,0,0
10/01/2021,16/01/2021,25-29,Women,29277,2422,0
10/01/2021,16/01/2021,30-34,Men,24282,1866,0
10/01/2021,16/01/2021,30-34,Not Binary,40,0,0
10/01/2021,16/01/2021,30-34,Women,31241,2166,0
10/01/2021,16/01/2021,35-39,Men,24960,1758,0
10/01/2021,16/01/2021,35-39,Not Binary,31,0,0
10/01/2021,16/01/2021,35-39,Women,31783,2155,0
10/01/2021,16/01/2021,40-44,Men,23149,1559,0
10/01/2021,16/01/2021,40-44,Not Binary,42,0,0
10/01/2021,16/01/2021,40-44,Women,30033,1938,0
10/01/2021,16/01/2021,45-49,Men,20403,1497,0
10/01/2021,16/01/2021,45-49,Not Binary,21,0,0
10/01/2021,16/01/2021,45-49,Women,27032,1727,0
10/01/2021,16/01/2021,50-54,Men,15754,1265,0
10/01/2021,16/01/2021,50-54,Not Binary,0,0,0
10/01/2021,16/01/2021,50-54,Women,21823,1414,0
10/01/2021,16/01/2021,55-59,Men,13046,1084,0
10/01/2021,16/01/2021,55-59,Not Binary,0,0,0
10/01/2021,16/01/2021,55-59,Women,18356,1127,0
10/01/2021,16/01/2021,60-64,Men,11410,866,0
10/01/2021,16/01/2021,60-64,Not Binary,0,0,0
10/01/2021,16/01/2021,60-64,Women,15634,994,0
10/01/2021,16/01/2021,65-69,Men,9246,663,18
10/01/2021,16/01/2021,65-69,Not Binary,0,0,0
10/01/2021,16/01/2021,65-69,Women,10997,708,0
10/01/2021,16/01/2021,70-74,Men,6597,512,31
10/01/2021,16/01/2021,70-74,Not Binary,0,0,0
10/01/2021,16/01/2021,70-74,Women,8393,514,0
10/01/2021,16/01/2021,75-79,Men,3727,272,22
10/01/2021,16/01/2021,75-79,Not Binary,0,0,0
10/01/2021,16/01/2021,75-79,Women,5047,376,15
10/01/2021,16/01/2021,80+,Men,7443,506,112
10/01/2021,16/01/2021,80+,Not Binary,0,0,0
10/01/2021,16/01/2021,80+,Women,16379,768,82
10/01/2021,16/01/2021,NULL,Men,2858,163,0
10/01/2021,16/01/2021,NULL,Not Binary,385,35,0
10/01/2021,16/01/2021,NULL,Women,2307,169,0
17/01/2021,23/01/2021,0-19,Men,79338,9862,0
17/01/2021,23/01/2021,0-19,Not Binary,192,20,0
17/01/2021,23/01/2021,0-19,Women,78488,10179,0
17/01/2021,23/01/2021,20-24,Men,23282,2111,0
17/01/2021,23/01/2021,20-24,Not Binary,26,0,0
17/01/2021,23/01/2021,20-24,Women,26906,2686,0
17/01/2021,23/01/2021,25-29,Men,18930,1726,0
17/01/2021,23/01/2021,25-29,Not Binary,32,0,0
17/01/2021,23/01/2021,25-29,Women,23105,2092,0
17/01/2021,23/01/2021,30-34,Men,19176,1526,0
17/01/2021,23/01/2021,30-34,Not Binary,29,0,0
17/01/2021,23/01/2021,30-34,Women,22327,1811,0
17/01/2021,23/01/2021,35-39,Men,17945,1448,0
17/01/2021,23/01/2021,35-39,Not Binary,27,0,0
17/01/2021,23/01/2021,35-39,Women,21012,1751,0
17/01/2021,23/01/2021,40-44,Men,16708,1336,0
17/01/2021,23/01/2021,40-44,Not Binary,25,0,0
17/01/2021,23/01/2021,40-44,Women,20552,1506,0
17/01/2021,23/01/2021,45-49,Men,15332,1248,0
17/01/2021,23/01/2021,45-49,Not Binary,0,0,0
17/01/2021,23/01/2021,45-49,Women,20062,1447,0
17/01/2021,23/01/2021,50-54,Men,12915,1031,0
17/01/2021,23/01/2021,50-54,Not Binary,0,0,0
17/01/2021,23/01/2021,50-54,Women,17305,1180,0
17/01/2021,23/01/2021,55-59,Men,11107,858,0
17/01/2021,23/01/2021,55-59,Not Binary,0,0,0
17/01/2021,23/01/2021,55-59,Women,14726,950,0
17/01/2021,23/01/2021,60-64,Men,9563,707,17
17/01/2021,23/01/2021,60-64,Not Binary,0,0,0
17/01/2021,23/01/2021,60-64,Women,12406,707,0
17/01/2021,23/01/2021,65-69,Men,7477,585,22
17/01/2021,23/01/2021,65-69,Not Binary,0,0,0
